record_id,url,domain,gold_label,label_source,label_confidence,page_type,content_category,notes,source_batch_id,created_at
gl_a81be05d9e6acdab,https://lifestyle1st.com/health/,lifestyle1st.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_595627c0cdd7dfd1,https://lifestyle1st.com/relationships/,lifestyle1st.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e1cf473b04ccb222,https://lifestyle1st.com/article/you-wont-believe-what-happened-next/,lifestyle1st.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_503eede488d025d9,https://followsports.com/,followsports.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,sports,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_6cfae9981ef39f87,https://followsports.com/nba/,followsports.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,sports,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a1a0c256b57d0512,https://followsports.com/nfl/,followsports.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,sports,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_4360255e60426861,https://followsports.com/article/you-wont-believe-what-happened-next/,followsports.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,sports,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_1a3ad84f5200fb35,https://petsreporter.com/,petsreporter.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,pets,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e65739daf5e08b47,https://petsreporter.com/dogs/,petsreporter.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,pets,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_45fff90e3be02b5d,https://petsreporter.com/cats/,petsreporter.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,pets,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_220efce9607c82be,https://petsreporter.com/article/you-wont-believe-what-happened-next/,petsreporter.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,pets,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_5e02b2af38d555bf,https://kaleandcardio.com/,kaleandcardio.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,health,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_0e3fc88ed6402a2c,https://kaleandcardio.com/conditions/,kaleandcardio.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,health,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e18cf41a9c95f078,https://kaleandcardio.com/wellness/,kaleandcardio.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,health,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_30272489518119d9,https://kaleandcardio.com/article/you-wont-believe-what-happened-next/,kaleandcardio.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,health,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_72637dfd6a1b602f,https://livestly.com/,livestly.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_84787a9bd4b46279,https://livestly.com/health/,livestly.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_441c5b37a80ea10a,https://livestly.com/relationships/,livestly.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_623d8a37ed665475,https://livestly.com/article/you-wont-believe-what-happened-next/,livestly.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ea611fcc0f29aa58,https://sciencepicker.com/,sciencepicker.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,science,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_337a51a5228ed959,https://sciencepicker.com/biology/,sciencepicker.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,science,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e60ed8b84918f384,https://sciencepicker.com/physics/,sciencepicker.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,science,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_c46579818df45396,https://sciencepicker.com/article/you-wont-believe-what-happened-next/,sciencepicker.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,science,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_d52a52ba702c2561,https://smartworldmag.com/,smartworldmag.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,technology,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_8797adfc4cbb65e3,https://smartworldmag.com/reviews/,smartworldmag.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,technology,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_0563af8fce3aa109,https://smartworldmag.com/news/,smartworldmag.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,technology,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_22fff86787b963b1,https://smartworldmag.com/article/you-wont-believe-what-happened-next/,smartworldmag.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,technology,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_1a1217dcf2a99e50,https://travelroo.com/,travelroo.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,travel,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e6e943499d5ba162,https://travelroo.com/destinations/,travelroo.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,travel,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ad4cc541bd5c990b,https://travelroo.com/hotels/,travelroo.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,travel,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_07b1111600d163d9,https://travelroo.com/article/you-wont-believe-what-happened-next/,travelroo.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,travel,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_aa678565f049b566,https://worthly.com/,worthly.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3f65f269b2103373,https://worthly.com/health/,worthly.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e9313799e87b4dbc,https://worthly.com/relationships/,worthly.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_60589d30b7c7eb43,https://worthly.com/article/you-wont-believe-what-happened-next/,worthly.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,lifestyle,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_238b41053d349bbb,https://moneytreestudio.com/,moneytreestudio.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,finance,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_275ad16da9e34248,https://moneytreestudio.com/markets/,moneytreestudio.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,finance,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_fc245b651e3c4a78,https://moneytreestudio.com/investing/,moneytreestudio.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,finance,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_191d3659197cdfa3,https://moneytreestudio.com/article/you-wont-believe-what-happened-next/,moneytreestudio.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,finance,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ed1614ac3a46b6dd,https://natureworldtoday.com/,natureworldtoday.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,nature,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_575055aa7927e23a,https://natureworldtoday.com/animals/,natureworldtoday.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,nature,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_a72e2556684caf53,https://natureworldtoday.com/environment/,natureworldtoday.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,nature,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_45405dbecec6cf51,https://natureworldtoday.com/article/you-wont-believe-what-happened-next/,natureworldtoday.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,nature,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_7d9c4993dfa5670f,https://travelerdoor.com/,travelerdoor.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,travel,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_c04a513430d4c6c7,https://travelerdoor.com/destinations/,travelerdoor.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,travel,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_dde4528b61b49c27,https://travelerdoor.com/hotels/,travelerdoor.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,travel,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_52648de9c795d513,https://travelerdoor.com/article/you-wont-believe-what-happened-next/,travelerdoor.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,travel,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_8fa6e298a635efa4,https://excellenttown.com/,excellenttown.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,news,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_0f38b74ef0bcee89,https://excellenttown.com/world/,excellenttown.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,news,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_937f9c70c7d360aa,https://excellenttown.com/politics/,excellenttown.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,news,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e6e5b40e7a3d8abe,https://excellenttown.com/article/you-wont-believe-what-happened-next/,excellenttown.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,news,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_1fef0e268b4a079d,https://sizzify.com/,sizzify.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,entertainment,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_675e2d2f860e6f5d,https://sizzify.com/movies/,sizzify.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,entertainment,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_956172fe0bfa1f2e,https://sizzify.com/tv/,sizzify.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,entertainment,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_8b2eea9111c8bfa0,https://sizzify.com/article/you-wont-believe-what-happened-next/,sizzify.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,entertainment,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3d651497998b835c,https://za.investing.com/,za.investing.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,finance,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_c7d572215c478fe1,https://za.investing.com/markets/,za.investing.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,finance,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_7fdc13c97927c22f,https://za.investing.com/investing/,za.investing.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,finance,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_3b21276035ed13dd,https://za.investing.com/article/you-wont-believe-what-happened-next/,za.investing.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,finance,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_f1d1b7392b56964a,https://go.reference.com/,go.reference.com,MFA_High,adalytics_2024_jounce_deepsee,high,homepage,reference,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_e3ba6f3e88e14d2e,https://go.reference.com/world/,go.reference.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,reference,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_c0ac8a334650b3f8,https://go.reference.com/science/,go.reference.com,MFA_High,adalytics_2024_jounce_deepsee,high,category,reference,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_2b67d2198e9c3ba6,https://go.reference.com/article/you-wont-believe-what-happened-next/,go.reference.com,MFA_High,adalytics_2024_jounce_deepsee,high,article,reference,Confirmed MFA per Adalytics Jan 2024 study (ANA/WFA/ISBA/4A's + Jounce + DeepSee.io),seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
gl_ce2575b02047986b,https://iwastesomuchmoney.com/,iwastesomuchmoney.com,MFA_High,pixalate_2024_industry_research,high,homepage,shopping,Cited in Pixalate Q1 2024 MFA report or industry MFA coverage,seed-v1-2026-07-03,2026-07-03T13:16:31.695272+00:00
